is_tested,gender,age,wage,region,date,type
No,Male,18-34,IDR 5-10 million,Central Jakarta,2019-06-24,rapid
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2019-06-24,rapid
No,Female,50+,IDR 3-5 million,South Jakarta,2019-06-24,rapid
Yes,Female,31-50,less than IDR 3 million,North Jakarta,2019-06-24,rapid
No,Female,18-34,IDR 5-10 million,East Jakarta,2019-06-24,rapid
Yes,Female,50+,more than IDR 25 million,West Jakarta,2019-06-24,rapid
No,Male,50+,less than IDR 3 million,South Jakarta,2019-06-24,rapid
No,Female,18-34,IDR 3-5 million,North Jakarta,2019-06-24,rapid
No,Female,50+,IDR 3-5 million,East Jakarta,2019-06-24,rapid
No,Male,18-34,less than IDR 3 million,Central Jakarta,2019-06-25,rapid
Yes,Male,50+,IDR 3-5 million,South Jakarta,2019-06-25,rapid
No,Female,18-34,less than IDR 3 million,South Jakarta,2019-06-25,rapid
Yes,Male,18-34,IDR 5-10 million,North Jakarta,2019-06-25,rapid
No,Male,18-34,IDR 10-25 million,South Jakarta,2019-06-25,rapid
Yes,Male,50+,IDR 10-25 million,South Jakarta,2019-06-25,rapid
No,Female,31-50,more than IDR 25 million,Central Jakarta,2019-06-25,rapid
Yes,Female,18-34,more than IDR 25 million,North Jakarta,2019-06-25,rapid
Yes,Male,18-34,less than IDR 3 million,South Jakarta,2019-06-25,rapid
No,Male,18-34,IDR 5-10 million,South Jakarta,2019-06-25,rapid
No,Male,50+,IDR 5-10 million,South Jakarta,2019-06-25,rapid
No,Female,50+,IDR 10-25 million,East Jakarta,2019-06-25,rapid
No,Female,50+,more than IDR 25 million,West Jakarta,2019-06-25,rapid
Yes,Female,18-34,less than IDR 3 million,South Jakarta,2019-06-25,rapid
No,Female,18-34,more than IDR 25 million,West Jakarta,2019-06-25,rapid
No,Male,50+,less than IDR 3 million,Central Jakarta,2019-07-05,rapid
No,Female,50+,more than IDR 25 million,Central Jakarta,2019-07-05,rapid
Yes,Male,50+,less than IDR 3 million,Central Jakarta,2019-07-05,rapid
Yes,Male,31-50,more than IDR 25 million,South Jakarta,2019-07-05,rapid
No,Female,31-50,less than IDR 3 million,Central Jakarta,2019-07-05,rapid
Yes,Male,18-34,less than IDR 3 million,North Jakarta,2019-07-05,rapid
Yes,Male,31-50,less than IDR 3 million,East Jakarta,2019-07-05,rapid
No,Male,18-34,IDR 10-25 million,West Jakarta,2019-07-05,rapid
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2019-07-05,rapid
Yes,Female,31-50,IDR 10-25 million,East Jakarta,2019-07-05,rapid
No,Male,31-50,IDR 10-25 million,West Jakarta,2019-07-05,rapid
Yes,Female,50+,IDR 3-5 million,South Jakarta,2019-07-05,rapid
Yes,Male,50+,IDR 5-10 million,West Jakarta,2019-07-05,rapid
No,Male,31-50,IDR 10-25 million,Central Jakarta,2019-07-05,rapid
No,Male,18-34,less than IDR 3 million,Central Jakarta,2019-07-05,rapid
No,Male,31-50,less than IDR 3 million,South Jakarta,2019-07-05,rapid
No,Female,50+,more than IDR 25 million,North Jakarta,2019-07-05,rapid
Yes,Male,18-34,IDR 10-25 million,Central Jakarta,2019-07-06,rapid
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2019-07-06,rapid
No,Male,18-34,less than IDR 3 million,East Jakarta,2019-07-06,rapid
No,Female,31-50,IDR 3-5 million,West Jakarta,2019-07-06,rapid
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2019-07-06,rapid
No,Male,31-50,less than IDR 3 million,West Jakarta,2019-07-06,rapid
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2019-07-06,rapid
No,Male,18-34,IDR 3-5 million,West Jakarta,2019-07-06,rapid
No,Female,31-50,less than IDR 3 million,East Jakarta,2019-07-06,rapid
No,Male,18-34,IDR 10-25 million,South Jakarta,2019-07-06,rapid
No,Male,18-34,more than IDR 25 million,Central Jakarta,2019-07-06,rapid
Yes,Female,18-34,less than IDR 3 million,South Jakarta,2019-07-06,rapid
No,Female,18-34,less than IDR 3 million,South Jakarta,2019-07-06,rapid
No,Female,18-34,IDR 3-5 million,Central Jakarta,2019-07-06,rapid
Yes,Male,50+,IDR 3-5 million,West Jakarta,2019-08-05,rapid
No,Female,18-34,IDR 5-10 million,South Jakarta,2019-08-05,rapid
Yes,Female,50+,IDR 5-10 million,East Jakarta,2019-08-05,rapid
No,Male,18-34,IDR 5-10 million,Central Jakarta,2019-08-05,rapid
No,Male,18-34,IDR 10-25 million,South Jakarta,2019-08-05,rapid
Yes,Female,50+,less than IDR 3 million,East Jakarta,2019-08-05,rapid
No,Male,31-50,IDR 5-10 million,West Jakarta,2019-08-05,rapid
No,Female,31-50,more than IDR 25 million,West Jakarta,2019-08-05,rapid
No,Female,50+,less than IDR 3 million,North Jakarta,2019-08-05,rapid
Yes,Female,31-50,IDR 5-10 million,West Jakarta,2019-08-05,rapid
Yes,Male,50+,more than IDR 25 million,South Jakarta,2019-08-05,rapid
Yes,Male,50+,IDR 3-5 million,Central Jakarta,2019-08-05,rapid
No,Female,50+,more than IDR 25 million,Central Jakarta,2019-08-05,rapid
No,Male,31-50,IDR 5-10 million,South Jakarta,2019-08-05,rapid
Yes,Female,50+,IDR 5-10 million,North Jakarta,2019-08-05,rapid
Yes,Female,31-50,IDR 10-25 million,South Jakarta,2019-08-05,rapid
Yes,Female,50+,more than IDR 25 million,East Jakarta,2019-08-05,rapid
Yes,Female,31-50,less than IDR 3 million,East Jakarta,2019-08-05,rapid
No,Female,50+,less than IDR 3 million,East Jakarta,2019-08-05,rapid
Yes,Male,31-50,less than IDR 3 million,West Jakarta,2019-08-05,rapid
Yes,Female,31-50,IDR 10-25 million,West Jakarta,2019-08-06,rapid
No,Male,18-34,IDR 5-10 million,South Jakarta,2019-08-06,rapid
Yes,Male,18-34,less than IDR 3 million,East Jakarta,2019-08-06,rapid
No,Male,18-34,IDR 5-10 million,North Jakarta,2019-08-06,rapid
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2019-08-06,rapid
No,Female,31-50,IDR 3-5 million,West Jakarta,2019-08-06,rapid
No,Male,18-34,less than IDR 3 million,West Jakarta,2019-08-06,rapid
No,Female,31-50,IDR 3-5 million,North Jakarta,2019-08-06,rapid
No,Male,18-34,IDR 3-5 million,Central Jakarta,2019-08-06,rapid
No,Male,31-50,IDR 5-10 million,South Jakarta,2019-08-06,rapid
No,Female,50+,less than IDR 3 million,South Jakarta,2019-08-06,rapid
No,Female,31-50,less than IDR 3 million,North Jakarta,2019-08-06,rapid
Yes,Male,50+,more than IDR 25 million,South Jakarta,2019-08-06,rapid
Yes,Male,50+,IDR 3-5 million,South Jakarta,2019-08-06,rapid
Yes,Female,50+,more than IDR 25 million,East Jakarta,2019-08-06,rapid
Yes,Female,31-50,IDR 3-5 million,East Jakarta,2019-08-06,rapid
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2019-08-06,rapid
Yes,Female,50+,less than IDR 3 million,South Jakarta,2019-08-06,rapid
Yes,Female,50+,more than IDR 25 million,North Jakarta,2019-08-06,rapid
No,Female,31-50,IDR 5-10 million,North Jakarta,2019-09-05,rapid
Yes,Female,18-34,IDR 3-5 million,South Jakarta,2019-09-05,rapid
Yes,Female,31-50,IDR 5-10 million,West Jakarta,2019-09-05,rapid
No,Male,31-50,IDR 3-5 million,West Jakarta,2019-09-05,rapid
Yes,Male,50+,more than IDR 25 million,North Jakarta,2019-09-05,rapid
Yes,Female,31-50,IDR 5-10 million,North Jakarta,2019-09-05,rapid
Yes,Female,31-50,IDR 10-25 million,West Jakarta,2019-09-05,rapid
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2019-09-05,rapid
Yes,Male,18-34,IDR 10-25 million,East Jakarta,2019-09-05,rapid
No,Female,50+,IDR 10-25 million,West Jakarta,2019-09-05,rapid
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2019-09-06,rapid
No,Male,50+,IDR 3-5 million,East Jakarta,2019-09-06,rapid
No,Male,50+,IDR 5-10 million,South Jakarta,2019-09-06,rapid
Yes,Female,50+,IDR 5-10 million,West Jakarta,2019-09-06,rapid
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2019-09-06,rapid
No,Male,31-50,IDR 5-10 million,South Jakarta,2019-09-06,rapid
Yes,Female,18-34,IDR 5-10 million,North Jakarta,2019-09-06,rapid
No,Female,31-50,IDR 5-10 million,West Jakarta,2019-09-06,rapid
Yes,Male,50+,IDR 3-5 million,Central Jakarta,2019-09-06,rapid
Yes,Female,31-50,more than IDR 25 million,North Jakarta,2019-09-06,rapid
No,Female,31-50,IDR 5-10 million,North Jakarta,2019-09-06,rapid
No,Male,18-34,less than IDR 3 million,North Jakarta,2019-09-06,rapid
Yes,Male,18-34,IDR 10-25 million,Central Jakarta,2019-09-06,rapid
No,Female,31-50,IDR 3-5 million,East Jakarta,2019-09-06,rapid
No,Female,50+,less than IDR 3 million,Central Jakarta,2019-09-06,rapid
No,Female,50+,more than IDR 25 million,South Jakarta,2019-09-06,rapid
No,Male,50+,more than IDR 25 million,South Jakarta,2019-09-06,rapid
Yes,Male,18-34,more than IDR 25 million,West Jakarta,2019-09-06,rapid
No,Male,31-50,IDR 10-25 million,South Jakarta,2019-10-05,rapid
No,Male,50+,less than IDR 3 million,Central Jakarta,2019-10-05,rapid
No,Male,31-50,IDR 3-5 million,Central Jakarta,2019-10-05,rapid
Yes,Female,18-34,IDR 10-25 million,North Jakarta,2019-10-05,rapid
No,Male,31-50,more than IDR 25 million,North Jakarta,2019-10-05,rapid
Yes,Male,50+,more than IDR 25 million,North Jakarta,2019-10-05,rapid
Yes,Female,31-50,more than IDR 25 million,West Jakarta,2019-10-05,rapid
No,Female,50+,IDR 3-5 million,North Jakarta,2019-10-05,rapid
No,Female,31-50,IDR 5-10 million,South Jakarta,2019-10-05,rapid
No,Male,50+,IDR 10-25 million,North Jakarta,2019-10-05,rapid
Yes,Female,31-50,IDR 3-5 million,Central Jakarta,2019-10-05,rapid
No,Female,50+,IDR 5-10 million,North Jakarta,2019-10-05,rapid
Yes,Male,50+,less than IDR 3 million,Central Jakarta,2019-10-05,rapid
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2019-10-05,rapid
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2019-10-05,rapid
Yes,Female,18-34,IDR 10-25 million,West Jakarta,2019-10-05,rapid
Yes,Female,50+,IDR 10-25 million,North Jakarta,2019-10-05,rapid
No,Female,18-34,IDR 10-25 million,South Jakarta,2019-10-05,rapid
Yes,Female,50+,IDR 5-10 million,South Jakarta,2019-10-06,rapid
No,Female,18-34,IDR 3-5 million,North Jakarta,2019-10-06,rapid
No,Male,31-50,less than IDR 3 million,South Jakarta,2019-10-06,rapid
Yes,Male,50+,more than IDR 25 million,Central Jakarta,2019-10-06,rapid
No,Male,31-50,IDR 3-5 million,South Jakarta,2019-10-06,rapid
No,Male,50+,more than IDR 25 million,North Jakarta,2019-10-06,rapid
No,Female,18-34,IDR 10-25 million,Central Jakarta,2019-10-06,rapid
No,Female,18-34,IDR 10-25 million,North Jakarta,2019-10-06,rapid
No,Male,50+,less than IDR 3 million,East Jakarta,2019-10-06,rapid
No,Male,31-50,more than IDR 25 million,East Jakarta,2019-10-06,rapid
Yes,Male,31-50,IDR 3-5 million,Central Jakarta,2019-10-06,rapid
No,Female,18-34,IDR 5-10 million,South Jakarta,2019-10-06,rapid
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2019-10-06,rapid
No,Male,50+,less than IDR 3 million,West Jakarta,2019-10-06,rapid
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2019-11-05,rapid
No,Female,18-34,less than IDR 3 million,West Jakarta,2019-11-05,rapid
No,Male,50+,more than IDR 25 million,South Jakarta,2019-11-05,rapid
No,Female,31-50,less than IDR 3 million,South Jakarta,2019-11-05,rapid
Yes,Male,31-50,IDR 3-5 million,South Jakarta,2019-11-05,rapid
No,Female,31-50,less than IDR 3 million,West Jakarta,2019-11-05,rapid
No,Female,31-50,IDR 5-10 million,Central Jakarta,2019-11-05,rapid
No,Female,50+,IDR 5-10 million,East Jakarta,2019-11-05,rapid
No,Male,18-34,IDR 10-25 million,East Jakarta,2019-11-05,rapid
Yes,Female,31-50,IDR 5-10 million,Central Jakarta,2019-11-05,rapid
Yes,Female,18-34,IDR 3-5 million,Central Jakarta,2019-11-05,rapid
No,Male,31-50,less than IDR 3 million,West Jakarta,2019-11-05,rapid
Yes,Male,31-50,IDR 10-25 million,Central Jakarta,2019-11-05,rapid
No,Female,50+,IDR 10-25 million,East Jakarta,2019-11-05,rapid
Yes,Male,50+,IDR 10-25 million,Central Jakarta,2019-11-05,rapid
Yes,Female,50+,IDR 5-10 million,East Jakarta,2019-11-05,rapid
No,Male,18-34,more than IDR 25 million,West Jakarta,2019-11-05,rapid
Yes,Male,18-34,IDR 3-5 million,South Jakarta,2019-11-05,rapid
Yes,Female,50+,more than IDR 25 million,Central Jakarta,2019-11-05,rapid
Yes,Female,50+,IDR 3-5 million,Central Jakarta,2019-11-05,rapid
Yes,Female,31-50,IDR 3-5 million,Central Jakarta,2019-11-06,rapid
Yes,Male,50+,less than IDR 3 million,South Jakarta,2019-11-06,rapid
Yes,Female,31-50,IDR 5-10 million,Central Jakarta,2019-11-06,rapid
Yes,Male,18-34,less than IDR 3 million,Central Jakarta,2019-11-06,rapid
No,Female,31-50,IDR 3-5 million,East Jakarta,2019-11-06,rapid
No,Female,18-34,IDR 10-25 million,East Jakarta,2019-11-06,rapid
No,Male,31-50,IDR 10-25 million,South Jakarta,2019-11-06,rapid
No,Male,50+,IDR 5-10 million,South Jakarta,2019-11-06,rapid
No,Female,50+,less than IDR 3 million,East Jakarta,2019-11-06,rapid
Yes,Female,18-34,IDR 3-5 million,West Jakarta,2019-11-06,rapid
Yes,Female,50+,IDR 5-10 million,South Jakarta,2019-11-06,rapid
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2019-11-06,rapid
Yes,Female,50+,less than IDR 3 million,Central Jakarta,2019-11-06,rapid
No,Female,31-50,IDR 3-5 million,South Jakarta,2019-12-05,rapid
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2019-12-05,rapid
No,Female,31-50,IDR 10-25 million,Central Jakarta,2019-12-05,rapid
No,Female,18-34,IDR 5-10 million,Central Jakarta,2019-12-05,rapid
Yes,Male,31-50,IDR 10-25 million,Central Jakarta,2019-12-05,rapid
Yes,Male,31-50,IDR 10-25 million,West Jakarta,2019-12-05,rapid
No,Male,31-50,IDR 3-5 million,Central Jakarta,2019-12-05,rapid
No,Male,18-34,less than IDR 3 million,North Jakarta,2019-12-05,rapid
No,Female,18-34,IDR 10-25 million,North Jakarta,2019-12-05,rapid
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2019-12-05,rapid
Yes,Female,31-50,less than IDR 3 million,Central Jakarta,2019-12-05,rapid
No,Male,50+,IDR 10-25 million,West Jakarta,2019-12-05,rapid
No,Male,31-50,less than IDR 3 million,North Jakarta,2019-12-05,rapid
No,Female,18-34,more than IDR 25 million,East Jakarta,2019-12-05,rapid
No,Female,50+,less than IDR 3 million,South Jakarta,2019-12-06,rapid
No,Male,18-34,more than IDR 25 million,West Jakarta,2019-12-06,rapid
Yes,Female,18-34,IDR 10-25 million,South Jakarta,2019-12-06,rapid
Yes,Male,50+,IDR 10-25 million,South Jakarta,2019-12-06,rapid
No,Male,18-34,IDR 5-10 million,North Jakarta,2019-12-06,rapid
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2019-12-06,rapid
Yes,Female,31-50,IDR 10-25 million,East Jakarta,2019-12-06,rapid
No,Female,18-34,less than IDR 3 million,West Jakarta,2019-12-06,rapid
No,Male,18-34,less than IDR 3 million,North Jakarta,2019-12-06,rapid
No,Male,31-50,IDR 5-10 million,Central Jakarta,2019-12-06,rapid
No,Male,50+,IDR 3-5 million,Central Jakarta,2019-12-06,rapid
No,Male,18-34,less than IDR 3 million,South Jakarta,2019-12-06,rapid
Yes,Male,31-50,IDR 3-5 million,North Jakarta,2019-12-06,rapid
No,Female,31-50,IDR 5-10 million,South Jakarta,2019-12-06,rapid
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2019-12-06,rapid
Yes,Female,50+,IDR 3-5 million,North Jakarta,2019-12-06,rapid
Yes,Female,18-34,more than IDR 25 million,East Jakarta,2019-12-06,rapid
Yes,Female,18-34,IDR 10-25 million,West Jakarta,2019-12-06,rapid
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2019-12-06,rapid
No,Male,18-34,IDR 10-25 million,South Jakarta,2019-12-06,rapid
Yes,Male,18-34,IDR 5-10 million,East Jakarta,2019-12-06,rapid
No,Male,31-50,IDR 3-5 million,Central Jakarta,2019-12-06,rapid
No,Female,18-34,IDR 5-10 million,West Jakarta,2019-12-06,rapid
Yes,Male,50+,IDR 5-10 million,Central Jakarta,2019-12-06,rapid
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2019-12-06,rapid
No,Female,50+,more than IDR 25 million,East Jakarta,2020-01-05,pcr
No,Female,31-50,less than IDR 3 million,East Jakarta,2020-01-05,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-01-05,pcr
No,Male,31-50,more than IDR 25 million,East Jakarta,2020-01-05,pcr
No,Female,50+,IDR 10-25 million,West Jakarta,2020-01-05,pcr
No,Female,18-34,less than IDR 3 million,South Jakarta,2020-01-05,pcr
No,Male,31-50,IDR 3-5 million,West Jakarta,2020-01-05,pcr
No,Female,31-50,less than IDR 3 million,North Jakarta,2020-01-05,pcr
No,Male,50+,IDR 5-10 million,Central Jakarta,2020-01-05,pcr
No,Female,50+,less than IDR 3 million,East Jakarta,2020-01-05,pcr
Yes,Male,50+,more than IDR 25 million,Central Jakarta,2020-01-05,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-01-05,pcr
Yes,Female,50+,IDR 10-25 million,North Jakarta,2020-01-05,pcr
Yes,Male,18-34,more than IDR 25 million,East Jakarta,2020-01-05,pcr
No,Male,18-34,IDR 10-25 million,East Jakarta,2020-01-05,pcr
No,Male,18-34,IDR 3-5 million,Central Jakarta,2020-01-05,pcr
No,Female,18-34,less than IDR 3 million,West Jakarta,2020-01-05,pcr
Yes,Female,31-50,IDR 10-25 million,Central Jakarta,2020-01-05,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-01-05,pcr
Yes,Female,18-34,more than IDR 25 million,Central Jakarta,2020-01-05,pcr
No,Female,18-34,IDR 5-10 million,South Jakarta,2020-01-05,pcr
Yes,Male,50+,IDR 10-25 million,East Jakarta,2020-01-05,pcr
Yes,Female,31-50,IDR 10-25 million,South Jakarta,2020-01-05,pcr
No,Male,18-34,IDR 10-25 million,South Jakarta,2020-01-05,pcr
No,Male,50+,IDR 5-10 million,West Jakarta,2020-01-05,pcr
Yes,Male,31-50,IDR 5-10 million,South Jakarta,2020-01-06,pcr
Yes,Female,31-50,less than IDR 3 million,South Jakarta,2020-01-06,pcr
No,Female,31-50,IDR 5-10 million,West Jakarta,2020-01-06,pcr
No,Male,31-50,more than IDR 25 million,East Jakarta,2020-01-06,pcr
Yes,Male,18-34,IDR 10-25 million,Central Jakarta,2020-01-06,pcr
No,Female,50+,IDR 3-5 million,Central Jakarta,2020-01-06,pcr
Yes,Male,18-34,less than IDR 3 million,South Jakarta,2020-01-06,pcr
No,Female,50+,IDR 5-10 million,South Jakarta,2020-01-06,pcr
No,Male,31-50,more than IDR 25 million,Central Jakarta,2020-01-06,pcr
No,Male,18-34,more than IDR 25 million,East Jakarta,2020-01-06,pcr
Yes,Male,50+,IDR 5-10 million,East Jakarta,2020-01-06,pcr
Yes,Male,50+,less than IDR 3 million,West Jakarta,2020-01-06,pcr
Yes,Female,50+,IDR 3-5 million,South Jakarta,2020-01-06,pcr
Yes,Female,18-34,IDR 5-10 million,Central Jakarta,2020-01-06,pcr
Yes,Male,18-34,more than IDR 25 million,South Jakarta,2020-01-06,pcr
No,Female,18-34,IDR 3-5 million,South Jakarta,2020-01-06,pcr
No,Male,50+,IDR 5-10 million,East Jakarta,2020-01-06,pcr
No,Female,31-50,IDR 10-25 million,Central Jakarta,2020-01-06,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-02-05,pcr
Yes,Male,18-34,IDR 3-5 million,West Jakarta,2020-02-05,pcr
Yes,Female,18-34,IDR 10-25 million,Central Jakarta,2020-02-05,pcr
No,Male,50+,IDR 3-5 million,South Jakarta,2020-02-05,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-02-05,pcr
No,Male,31-50,less than IDR 3 million,West Jakarta,2020-02-05,pcr
No,Female,50+,IDR 10-25 million,Central Jakarta,2020-02-05,pcr
No,Female,31-50,IDR 3-5 million,East Jakarta,2020-02-05,pcr
Yes,Female,50+,IDR 3-5 million,West Jakarta,2020-02-05,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-02-05,pcr
Yes,Female,50+,more than IDR 25 million,Central Jakarta,2020-02-05,pcr
No,Male,50+,more than IDR 25 million,South Jakarta,2020-02-05,pcr
Yes,Male,18-34,IDR 5-10 million,West Jakarta,2020-02-05,pcr
No,Male,50+,IDR 10-25 million,East Jakarta,2020-02-05,pcr
No,Male,50+,IDR 3-5 million,West Jakarta,2020-02-05,pcr
Yes,Female,50+,more than IDR 25 million,East Jakarta,2020-02-05,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-02-05,pcr
No,Male,18-34,more than IDR 25 million,West Jakarta,2020-02-05,pcr
No,Female,18-34,IDR 5-10 million,Central Jakarta,2020-02-05,pcr
No,Female,31-50,IDR 10-25 million,West Jakarta,2020-02-05,pcr
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2020-02-05,pcr
No,Female,31-50,less than IDR 3 million,Central Jakarta,2020-02-05,pcr
Yes,Male,18-34,IDR 5-10 million,Central Jakarta,2020-02-05,pcr
No,Female,18-34,less than IDR 3 million,South Jakarta,2020-02-05,pcr
Yes,Male,31-50,IDR 3-5 million,East Jakarta,2020-02-05,pcr
Yes,Male,50+,IDR 3-5 million,West Jakarta,2020-02-05,pcr
No,Male,50+,less than IDR 3 million,South Jakarta,2020-02-06,pcr
Yes,Female,31-50,more than IDR 25 million,East Jakarta,2020-02-06,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-02-06,pcr
Yes,Female,31-50,IDR 10-25 million,West Jakarta,2020-02-06,pcr
Yes,Male,50+,IDR 10-25 million,North Jakarta,2020-02-06,pcr
Yes,Female,31-50,IDR 10-25 million,Central Jakarta,2020-02-06,pcr
No,Male,50+,less than IDR 3 million,West Jakarta,2020-02-06,pcr
Yes,Male,50+,IDR 10-25 million,West Jakarta,2020-02-06,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-02-06,pcr
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2020-02-06,pcr
No,Male,18-34,IDR 5-10 million,Central Jakarta,2020-02-06,pcr
Yes,Female,31-50,less than IDR 3 million,Central Jakarta,2020-02-06,pcr
Yes,Female,50+,less than IDR 3 million,Central Jakarta,2020-02-06,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-02-06,pcr
Yes,Male,18-34,IDR 10-25 million,North Jakarta,2020-02-06,pcr
Yes,Male,31-50,less than IDR 3 million,West Jakarta,2020-02-06,pcr
Yes,Male,31-50,IDR 5-10 million,South Jakarta,2020-02-06,pcr
Yes,Female,50+,IDR 3-5 million,West Jakarta,2020-02-06,pcr
No,Male,18-34,IDR 10-25 million,North Jakarta,2020-02-06,pcr
No,Male,50+,more than IDR 25 million,South Jakarta,2020-02-06,pcr
Yes,Male,31-50,more than IDR 25 million,North Jakarta,2020-02-06,pcr
Yes,Male,18-34,more than IDR 25 million,West Jakarta,2020-03-05,pcr
Yes,Female,50+,IDR 3-5 million,Central Jakarta,2020-03-05,pcr
No,Male,18-34,IDR 3-5 million,West Jakarta,2020-03-05,pcr
Yes,Male,31-50,IDR 10-25 million,Central Jakarta,2020-03-05,pcr
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2020-03-05,pcr
Yes,Male,31-50,IDR 5-10 million,East Jakarta,2020-03-05,pcr
Yes,Male,50+,IDR 10-25 million,West Jakarta,2020-03-05,pcr
Yes,Female,31-50,IDR 10-25 million,South Jakarta,2020-03-05,pcr
No,Female,50+,IDR 3-5 million,South Jakarta,2020-03-05,pcr
Yes,Male,31-50,IDR 5-10 million,Central Jakarta,2020-03-05,pcr
No,Female,31-50,IDR 5-10 million,Central Jakarta,2020-03-05,pcr
Yes,Male,18-34,IDR 10-25 million,South Jakarta,2020-03-05,pcr
No,Female,50+,IDR 3-5 million,East Jakarta,2020-03-05,pcr
No,Female,31-50,less than IDR 3 million,East Jakarta,2020-03-05,pcr
Yes,Male,31-50,more than IDR 25 million,Central Jakarta,2020-03-05,pcr
Yes,Female,18-34,IDR 5-10 million,East Jakarta,2020-03-05,pcr
Yes,Female,18-34,IDR 5-10 million,South Jakarta,2020-03-06,pcr
No,Male,18-34,IDR 10-25 million,East Jakarta,2020-03-06,pcr
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-03-06,pcr
Yes,Male,31-50,IDR 3-5 million,South Jakarta,2020-03-06,pcr
Yes,Female,18-34,less than IDR 3 million,North Jakarta,2020-03-06,pcr
Yes,Male,31-50,IDR 5-10 million,South Jakarta,2020-03-06,pcr
Yes,Male,18-34,IDR 3-5 million,Central Jakarta,2020-03-06,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-03-06,pcr
Yes,Female,18-34,more than IDR 25 million,Central Jakarta,2020-03-06,pcr
Yes,Male,50+,IDR 5-10 million,South Jakarta,2020-03-06,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-03-06,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-04-05,pcr
Yes,Male,31-50,less than IDR 3 million,Central Jakarta,2020-04-05,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-04-05,pcr
Yes,Female,50+,IDR 5-10 million,East Jakarta,2020-04-05,pcr
No,Female,31-50,IDR 10-25 million,East Jakarta,2020-04-05,pcr
Yes,Male,18-34,IDR 5-10 million,North Jakarta,2020-04-05,pcr
No,Female,31-50,IDR 5-10 million,North Jakarta,2020-04-05,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-04-05,pcr
No,Male,50+,IDR 5-10 million,West Jakarta,2020-04-05,pcr
Yes,Male,50+,IDR 3-5 million,North Jakarta,2020-04-05,pcr
No,Male,50+,less than IDR 3 million,East Jakarta,2020-04-05,pcr
No,Female,18-34,less than IDR 3 million,West Jakarta,2020-04-05,pcr
No,Male,18-34,IDR 5-10 million,South Jakarta,2020-04-05,pcr
Yes,Male,18-34,IDR 3-5 million,East Jakarta,2020-04-05,pcr
No,Female,18-34,IDR 3-5 million,Central Jakarta,2020-04-05,pcr
Yes,Male,31-50,IDR 5-10 million,Central Jakarta,2020-04-05,pcr
Yes,Male,18-34,less than IDR 3 million,West Jakarta,2020-04-06,pcr
No,Male,50+,less than IDR 3 million,West Jakarta,2020-04-06,pcr
Yes,Female,31-50,IDR 3-5 million,North Jakarta,2020-04-06,pcr
No,Female,31-50,IDR 3-5 million,South Jakarta,2020-04-06,pcr
No,Female,18-34,more than IDR 25 million,West Jakarta,2020-04-06,pcr
No,Male,18-34,IDR 5-10 million,Central Jakarta,2020-04-06,pcr
No,Female,18-34,IDR 3-5 million,Central Jakarta,2020-04-06,pcr
Yes,Female,31-50,more than IDR 25 million,North Jakarta,2020-04-06,pcr
No,Female,31-50,IDR 3-5 million,North Jakarta,2020-04-06,pcr
No,Female,31-50,IDR 5-10 million,South Jakarta,2020-04-06,pcr
